dialect,text,prediction,probability
AAE,I know I do but I'm finna go to sleep I'm too tired I been up since 8 thisMornin no sleep or nap,0,0.19204023080859212
AAE,I Have Not Been Ta Sleep At All. And I'm Not Going TillMy Quat Kum Later On.,0,0.07542673286268936
AAE,Too Many Unloyal People & Not Enough Loyal People ! I NeedSomeone Loyal On My Team!,0,0.05537807657242837
AAE,Lets GIVE A ROUD OF APPLAUSE TO THE NIGGAHS AND BITCHES THAT'S REALLY SOFT INPERSON BUT HARD ON TWITTER.,0,0.07298502413052221
AAE,"I Get Jealous, I Get Mad, I Get Worried, I Get Curious.But That's Only Because I Love You So Much And I Don't Wanna Lose You Nan More Nan Less",0,0.3358974247444933
AAE,"When Kobe gets the ball, he gotta make one move and go. Dont wait for the defense to make his shot more difficult.",0,0.32292857614776166
AAE,I really think my kids forgot I had an account. Yep I'm creeping& not a happy Momma!!!!!!,0,0.07801625461233319
AAE,"Just rounded off the last of my kids bdays, until June!! I'm proud and grateful to God. A don't have much, but wekeep it happy, no matter.",0,0.07385023900489263
AAE,Aight let me go ahead and get dressed to this Miguel album .. Y'all continue talking about all the shit y'all notgone do while I'm gone,1,0.9975743988628315
AAE,"After boyz in tha hood came out, I wonder how many niggas tried shedding some tears and being dramatic to get a girlto give up the goods",0,0.09320759863731863
AAE,yes theres also this black female Dr you need to check out.. when i rememberher name ill link you,1,0.5479427713654708
AAE,so he put a status that says lonely up and a modelhoe just hit him up...,0,0.26181617399167173
AAE,The travel channel is blowing me right now with all these American fast food delicacies that havebeen turnt up in Asia,0,0.11987484826533672
AAE,So big Boi out here like fuck it Imma hop on all the tracks 3000 calls himself featuring onand give y'all the remix,0,0.15201458369384338
AAE,Yes I think we should incorporate our outrage in the name.. so that thebandit knows we mean business,0,0.056408417158204945
AAE,"Atlanta fans might as well clock out.. You already know theending to this story ...""",0,0.03547002507451183
AAE,I agree You know.. this Nev as Intro is taking up precious Google Imaging time.. Theyneed to cut this bullshit,0,0.14550380268857743
AAE,Is that Oprah interview on right now? ... Cause she tripping if she think wewas gonna pass up scandal,0,0.10835308722035712
AAE,Now niggas dont be surprised also if your woman counts down backwards next timeyou say some stupid shit,1,0.9999999059311084
AAE,some people just can't accept the truth but hey he will revisit your tweets in the future whenhe's nothing getting the results,0,0.12534971763656155
AAE,I wonder how much the person who is in charge of theobama twitter account gets paid,0,0.13996566460723692
AAE,And he would have been like oh man my first name is Rod babe ..A.j is a family nickname and whatI prefer to be called,0,0.2876420136773425
AAE,which are A) she was a lesbian for 15 yrs and B) she got an 11 yr oldwhich means she's had penis,1,0.7410987652913225
AAE,you still may be able to worship at the alter I don't think the doors to thechurch are closed just yet,0,0.1126804827812082
AAE,yeah man they still the same just more turnt up now that we all grown and theycan say what they want,0,0.3094474036945905
AAE,This broad worked us out for an hour straight and ain't give not onewater break .. The inhumanity,0,0.18972126851042237
AAE,Frank ocean can probably fight .. He prob been training for the moment to fuck Chris brown up .. Breezy will never loveit down if he lost,0,0.0824344584641572
AAE,Cause a) frank writes passionate songs about men and b) breezy talked a lot of shit in that twitter rantabout odd future he deleted,1,0.9828509313103928
AAE,Now I'm not tripping because it works for me..but all my coworkers keep laughingat how small it is,0,0.11956381658077003
AAE,So I had to take the big weights off the ends needless to say I dropped a weight and all theguys came to my aid,0,0.07743510516567412
AAE,"I'm dying laughing. I think I bust a vocal cord laughing so hard. ""... You look horrible tonight"" song of the year.",1,0.5475483130114905
AAE,"N . Nawll , Boo likee her , shee log in on his phone , she dnt like his ugly ass",1,0.9997481052834161
AAE,I walked up to sum nigga disrespectin a female.I told him I might be a Virgin but I kno a pussy wen I see one...#fukkyhu hittin a lady for,0,0.23981917495268776
AAE,If I can't love yhu like I'm suppose to and yhu rather get beat on by another person why bewith yhu..# yhu deserve better,0,0.2216073202871648
AAE,"If I could grow a perfect pair of breasts, they wouldsit next to my bed.",0,0.27364630872067564
AAE,YESTERDAY I GOT THE SWEETEST TXT FROM A PERSON THAT I THOUGHTHIS LOVE 4 ME DIED.....,0,0.108514733369197
AAE,Ok I'm still out here .. Still turnt up .. What'swrong wit me .. Lol,0,0.2101544214792691
AAE,Want 2 give a special Shoutz 2 my brother from another mother My G 2 the casket drop Happy bornday my G many more..,0,0.23279026885155676
AAE,ummm..do I need to go back & read ur tweets for all thisfuckery i missed earlier?? lol,0,0.2084065943183312
AAE,not sick. Lol just a bit extreme. Nothing's wrong with extra pair of undies when traveling.But a WHOLE duffle bag!!,1,0.8440227138263439
AAE,Dr Haynes I live in Georgia and I would like to know what time are you on Ricky Smiley show and how canI hear u more. Thanks,0,0.06424372111710343
AAE,bitch shutt yo clown ass uhpp im dnee tlkin if u gott sum 2 sayy.. Sayyit to my facee kk,1,0.9999925913406954
AAE,ibknow where u from he said u know him look at my pic Ijust up of him bro,0,0.2484326998040945
AAE,i got everything i ever wanted be she makes me better rs she better wake up these lil nigga willneva get thy weight up,0,0.4898312221962487
AAE,Low key I do miss pat and Maurice staying here with me they use to bethe bid all day everyday,0,0.05633233101420563
AAE,You really can't ever be just friends with someone you usedto be in love with.,0,0.2677800111159999
AAE,everyone lock y'all man up cause will try and take ur man and u will neverknow so be careful y'all,1,0.6581367032598493
AAE,"NO ONE is immune from the trials and tribulations of life, if you think youare, just keep on living....",0,0.11166693738252316
AAE,"Bad GRAMMER is my Pet PEEVE!!!!!!! EVERYONE needs help from time to time grammatically, butthat what GOOGLE is for!!!",0,0.1711972929069861
AAE,Ona phn with my grandma an he keep sayn we gon get off the phn now but thn shekeep talkn .! Come on,1,0.5142237423801369
AAE,So apparantly Bey sang/lipped to a pre recorded tape of her version ofthe anthem at the inauguration,0,0.09213858841288565
AAE,Love vineyard 7&8! I was supposed to have a tasting/tour there todaybut had to cancel :(,0,0.05255952903762379
AAE,"A study in delicious coffee, chocolate, bourbon, gin, pine, & pizza.Have a good night gents.",0,0.07744133233007379
AAE,If u fuckin with me.... Really fuckin with me u go get sum girlsn bring em to me,0,0.37760176294120557
AAE,He must not know I don't do the bitch word homie..that word causes for a coupleof teeth to go missing..,0,0.08847243719257682
AAE,Mommie asked me to go grocery shopping with her and my grandma... Naw I'm good they bein the store for hours..,0,0.28969621256902356
AAE,"You can't lose what you never had, you can't keep what's not yours & you can't hold on to something that doesn't want to stay.",0,0.16179057167515365
AAE,Hoes wanna know..hoes wanna show..they know a nigga name they know anigga strong (Rick Ross voice),0,0.06577525836089887
AAE,imma let y'all know soon and you coming if I have todrag u out the house,0,0.1398590315903747
AAE,I try to let u pussy niggas eat its time to putu pussy boys to sleep,0,0.4094762906400028
AAE,But that ain't gon be hard all I Need to do is pass this testtomorrow and pass my midterms,0,0.13132151961088998
AAE,He mad He came over My House unannounced and I wasgone. Not My Problem !,0,0.49600628277986086
AAE,I'm tired of playing the back. I'm bout to bring some fireto the game. Real talk!!!,0,0.0929062563893557
AAE,with everything you just said injuries they still were in place to make the postseasonFiring Garrett would do nothing,0,0.0746697523474059
AAE,if she liked the first gift thats only the tip of the icebergh igot a trick up mysleeve,0,0.014662096760415199
AAE,"If I was with tonight, I'd kiss her. Too late. (Kisses hand instead)"" Awww <3 tomorrow lol",1,0.6736583708587115
AAE,Wtf is so hard about coming to pick up a badge so your check is correct..: I'm not aboutto clock you in. Smh,1,0.6246702401273259
AAE,Got some new lipstick in the mail and got her damn hair oils. Had me excited likeit was my phone cases,1,0.9455012252514274
AAE,"I'm what you want. I'm what you need. She got you trapped ill set youfree. Sexually, mentally, psychically, emotionally",1,0.9657469854785795
AAE,So I'm up... But my boss said gage whether its safe for me to go to work... I'm going but I'm gonna takemy time...no time for accidents,0,0.084808944775571
AAE,Older the berry the sweeter the juice... Man it's the blacker the berry the sweeter the juice. Well yea sheblack then a muhfucka too,0,0.10905489601520778
AAE,I mean if I was Olivia I wouldn't do the record either but she gotta know even after last season her musicisn't going anywhere with,0,0.05795370993114402
AAE,I know how to work the system the clothes I bring in looks better than what they haveon their backs how,0,0.16449810546148957
AAE,Gatorade and powerade use to be so nasty to me butnow I luh Dat shit,1,0.999997934354757
AAE,lmaooo I had to go see this tweet for myself... It's ashame it's the truth tho,0,0.1766064934245404
AAE,they all look good that's why if I wasn't black Iwould hope I was Persian,1,0.6955828518400945
AAE,or go to food services but either way corporate need tosend them some damn sauce,1,0.9971697479937779
AAE,I could accept us not being together but i couldn't accept us not being friends and nowit seems like i can,0,0.0651283188468412
AAE,NCAAB - Texas A&M G Elston Turner scores 40 pts in 83-71 win at Kentucky; 1st SEC homeloss for John Calipari lose,0,0.07719525775097949
AAE,My mom blows the fuck out of me at times... Fuck my lifehave to harder for? Damn,1,0.9955533102862703
AAE,"boy teya tryin go see granny, & shit. Ima see doe, imahit ur boost!"" No questions",1,0.998719803282631
AAE,I got the jack wat else I need sugar wats dem pebblesthat be in that shit,1,0.9987892238330051
AAE,"I'm over so many ppl , I'm so shady"" aye wats good"" I'm at theabc store with it""ima holla",0,0.13634464928986922
AAE,Ten dollars from a call from jail... Shit over wit... See uwhen u come home bro,1,0.9961558184005331
AAE,I think it's a raccon or possum walkin round my house I'mscared ass shit rite now,1,0.9999987667128325
AAE,Ppl kids name after stores aint Goin be able to spell them joints till they twelve...and write they name in cursivetill they like 20 smh,0,0.2487263743347722
AAE,2 for 10 at Fridays be so clutch for the quickness cuz fast food joints want10 dillas for some trash,1,0.8092758541345584
AAE,Ppl plates on the gram be lookin like some straight trashkeep that shit in house!!!,1,0.9985428303351115
AAE,I jus call boo and she finished Skool she drink andshe smoke my reefer too...,0,0.31883139949098077
AAE,Bout to see like 40 plates on the gram get meheated I'm starving like shit,1,0.9976455353622853
AAE,"Boaaaa, u got TWO DIFFERENT FEMALES TEXTING YOU.... SOOOO IMAA HAVETWO DIFFERENT NIGGA TEXTING ME.",0,0.13263050162941
AAE,70 degrees in Nashville. Bout to take a trip to and then heading to get my drunk on. After thatI will be at .,0,0.16213650583893416
AAE,"Continuing the same way, they announced the arrival of my train after itpulls off, so not happy",0,0.036072231324737324
AAE,Females be get they self into street shit but wen somebody put pressure on theyass they tell the police,1,0.99912192232769
AAE,"A.J., have u ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them.trust me.",0,0.3627690658781459
AAE,i had no choice ! Like i was already all into the tvand couldn't look away lol,0,0.16688728310401213
AAE,"When I see a pretty girl with weave its the equivalent to a girl seeing a dudewith Beijing in his hair""",0,0.1365335274582768
AAE,It's funny a watching niggas go thru problems like I do but it's not funny when I gothru shit fuck it tho,1,0.992298688347856
AAE,"Fellas call dat single chick dats been sitting outt all cuffing season, say u gonna shovel her snow, ring her belland kiss her in mouth",1,0.7503137427870322
AAE,She gonna have to make a decision right then and there...Kiss in mouth withass grab...or no snow shovel...,1,0.9263287684253886
AAE,Soon the none basketball playing in LIFE clowns are gonna say Griner could play NBA ball...when she couldn't makea D1 or D2 team.,1,0.8484914014755336
AAE,middle age buddy dat shovel dat ish for his whip and had a bad day gonna be onsome bus driver ish lol,0,0.2224781847510292
AAE,Sadly so many HS has crippled these players academically that evenJUCO is hard for them...,0,0.1835644149909515
AAE,tell em what happen to the mouse n the house the VERY next play tho (den askwho won ALL the games),0,0.09481380877939254
AAE,U eva bump into a nigga yo age and he STILL take Gang banging serious? At what age do a reference of another gangNOT make u wanna fight?,0,0.11760437478143879
AAE,"Dear Greeks, If by 30 becoming a member of your org is ur greatest achievement...Udon't deserve ur fucking letters.",0,0.3905434956027864
AAE,I swear when I get out this rat race imma be taking middaynaps and going to chiropractor...,1,0.9159982934825643
AAE,"Ladies, the older you are in the ""game"" the more Bullshit urgonna have to sift thru...",0,0.20321603916980543
AAE,Sick of going to this dealership for random lights going out...BUT I do lovea free truck wash. *bling*,1,0.5381456255362481
AAE,1/2 of what you want > Zero of what you want.But its mean if vocalized,0,0.23286170725346467
AAE,Bill collectors take fractions of debt on the dollar sometimes...and I don't expect u 2agree about the RS ish...,0,0.07748333014803677
AAE,Fucking WhERE?!!!! T So its a store that will sell U 4fifth of Patron for 49.99,0,0.14759020884820287
AAE,immediately go back to hotel and hope u aint got TOO many jerks on ur team dat playthe replay on they ipads.,1,0.9926535061515679
AAE,Shame on ALL you women that has sent off the Shape Challenged womenof the world...shame on yall.,0,0.48944234752487115
AAE,On way 2 gym to sweat the rest of this bug out...can't beconducting workshops looking all sick,1,0.5984058630355648
AAE,we aint going for that fam. My kid gonna get ALL the cool shit...cuz Daddy and Mommy workshard as shit for it.,1,0.9999914414263635
AAE,yea u know with groupon they jus give u dat breadback to get sumthing else...,0,0.2194861728604991
AAE,Sooo the other business units sending emails to IT while wein conference cuz they out...smh,0,0.10596508855965764
AAE,Kelly is a Fast ass Heffa...and we love it! Let her set dat poon out...We lovingher direction right now lol,1,0.9931593124705679
AAE,it doesn't work when u work everyday and dem bums sitting in ur hood watching YOURshit u worked hard for.,0,0.4795050131166014
AAE,Can you do what you doing right now...3 years from now?If not your wasting time.,0,0.22009740812012157
AAE,I can actually beleive the stat...i was just wondering who tooktime to take the poll.,0,0.09282873768593457
AAE,Everytime I ask for a cup for water at a fastfood Joint...I alwaysfill it up with pop,0,0.07629137376292407
AAE,I hate the lil sign on my phone dat says I gotta Voice Mail...I hate the red lite on my workphone when I gotta Vmail.,0,0.12729150555366267
AAE,I'm more of the service at a soup kitchen..Paint a School type of Community Service kindaguy...I'm not a role model.,0,0.022537594083804267
AAE,I been on auto pay since foreva! Got some 1percent inapr deduction cuz of it.,0,0.11663471050690909
AAE,"I couldn't do shit but laugh...she was dead serious and smiled in my face like ""yeanigga u see it"" lol",1,0.9997310607010682
AAE,Den she so gangsta...she ends convo looks at me for little bite denopens up this bible pamphlet!!!,0,0.3707497846974167
AAE,I didnt speak on Lillard cuz i made no reference to him.i spoke on AD and Barnes.and Barnes like i expected isgonna be a good pro,0,0.02832847065550692
AAE,I said AD wont be ROY and Barnes was gonna be a Good Pro...and Game wasmore suited for the Pros,0,0.029506806430547237
AAE,that's a recipe for disaster. A woman that won't shut up or sit down. When is that ever gonna getwins? Its less extreme ways.,1,0.6831442590483886
AAE,we can agree 2 disagree. But I'm no advocate to any woman thinking its ok 2 neva shutup and have a seat...,0,0.05948750311854501
AAE,I think every Married woman on my TL is nodding they heads...while thesingle ones aint catching it.,0,0.267915788109142
AAE,if everyone calmed down before making a decision a lot will be different...But to be fair a woman fussingis annoying as shit lol,1,0.9970673635228855
AAE,let DJ come home and tell me all he did was watch Videos with a Sub and every 1in class aint got books.sheeid,0,0.20855199351416956
AAE,Sometimes dudes holla at chicks dats not that cute cuz they hope she like super attentive and domesticand got untapped good poon.,0,0.25122080699405647
AAE,are u trying to say that getting a white woman will help u be great ifyour a black man? lol,1,0.9500443475891355
AAE,how is that funny? Maybe interaction with you is more immediatly satisfying that those causes...weall aint self righteous bruh,0,0.40515354306096607
AAE,it helps by showin u can be responsible for SELF and thatsthe 1st step before unity.,0,0.031523697823043116
AAE,and thats just one scenrio....its a mille more...hence why the bases shouldbe ...BE A RESPONSIBLE PERSON..Period,0,0.08329757331439937
AAE,how do u understand an analogy and not at same time? Ok lemme try this...ur not a dad...do u think u can speakon it 2 a dad?,0,0.16721993177479644
AAE,was showing all types of baby thigh meat in HS now her future kidscan't be alil fast lol,0,0.1345973887930603
AAE,"Ladies If u EVER used the line ""I'm 2 much woman for u anyway"" to justifyany argument...U a Fat Girl.",1,0.7489144191723868
AAE,Attn is a helleva drug tho...and goofy mogs is raising the priceof it faster than Gold.,0,0.42681209537737447
AAE,"I'm convinced dat Hova lack of thirst, own bread, style nshit made her look over his camelface. Chicks are less shallow...",0,0.15138079206377553
AAE,repeating the last 3 words of my questions back to medoes nuthing ya know lol,0,0.15023768145846098
AAE,It can pan out tho...but dat later in life leap of faith shit is NOT the groove...fuck around andbe damaged goods by 34,1,0.9725822415063999
AAE,no country for chicks leaving bread crumps for the ppl theyREALLY wanted to be with,0,0.26636417887187563
AAE,"Pho craving, Mekong Delta closed Mondays so I made faux pho w/ ramen noodles (all eddies has). It's notDelta, but i'm pleasantly surprised.",0,0.15019944685335077
AAE,"oh i dunnno, maybe they are. But they are usually closed mondays, which iswhen I usually want pho",0,0.15295336586806788
AAE,Just had a great conversation with old baltimore about how he used toget drinks at the Stafford.,0,0.04776871360990618
AAE,there should be an en fuego documentary. What was in that burrito thatmade it taste so good?,0,0.1731000283242289
AAE,"With that being said...what do i want more, a nice body or nice hair, cuz it's clear ican't have it all lol",0,0.21374831326747795
AAE,I might need to break out the creamy crack i been trying soodesperately to stay away from,0,0.21295108695708487
AAE,Im all for my ppl leaving Chicago. All I ask is make it aplace I can visit. .,0,0.10048835796919264
AAE,Just found out that my auntie BBQ and my fat ass just ate. I'm headed togo get me a rib,1,0.9996477068991659
AAE,I think in going to make a trip up to Roosevelt... Justto see if anything changed,0,0.07821028055783447
AAE,I was a little cranky lol. I haven't been gettin any sleeplately but I'm str8 now,0,0.19672526672606808
AAE,So he said he was going to call me back sohe can get on IG,0,0.1885934609753571
AAE,"Did anybody hear Momma Dee commercial on 107.5.???? Why did she say ""Whenever I'min the State of Detroit""",0,0.1603985496578756
AAE,I'm a full time worker and a full time student.... Do I really have timefor a boyfriend.??? Uhhhhhh.... NO,0,0.13596951169631977
AAE,My cousin texted me yesterday and asked me when I was coming back to Florida. I told her sooncause I need to gtfo,0,0.10040686429087196
AAE,"Reading through Neh 12 this morning with my man, Joshua. He spit up while I was reading the names ofthe priests & Levites. Hmmm...",0,0.48050680492906844
AAE,"Don""t miss the kickoff of our new series The Red Letters! 9 & 10:30 this morningat Greater Gresham Baptist Church",0,0.02859756236262279
AAE,"'s message ""I will give you rest"" must of worked last night - found stress ball under a chair inthe worship center this morning.",0,0.09848596403531798
AAE,"""Spire installed on New York's One World Trade Center brings it to 1,776 feet, tallest buildingin Western Hemisphere."" -- CNN",0,0.044701760094121336
AAE,if you everhave the time to message me back because everyone says I sound like the both of you when Irap just want to talk,0,0.18699282933129954
AAE,that moment wen sumone tryna talk to yhu ....nd yhu tell them yhu a lesbian nd theytry even harder! like wtf.!,1,0.9813299066633936
AAE,Brian would you consider being in a long distance relationship if youwere interested in that person,0,0.054477117144150246
AAE,I been waiting on a new debit card all week! Seem like it goes slower when they knowyou got money to spend,0,0.03140073379947421
AAE,Whenever ppl lose too much weight too quick ppl automatically think one of two things. They'reeither smoking or sick lol,0,0.4687537341720245
AAE,It's gon' be 93 degrees today! We just skipped Spring andwent straight to Summer smh,0,0.06146342749456901
AAE,I can't just go eat pork like I used to. It's been toolong. I get the point,0,0.4012263227381109
AAE,It's bout to storm. They interrupting the tv shows. Y'all know mytheory. Lol must be serious,0,0.15666448430182725
AAE,I see now why ppl just get cheese pizza. It's wayless work... and safer lol,0,0.28863323143153186
AAE,"I can be a crazy bitch. I'll admit it. But I can alsobe the sweetest person, ever.",1,0.867625022589811
AAE,"Mind at peace every nite, that means something to many with themost unsatisfying commitments to make.",0,0.09025726378069261
AAE,just got done listen to that junt . had that shit bumpin inher lil whip . .,1,0.9994643033761967
AAE,"Sex: it's between the two people, respectfully take advantage of each otherfor those couple of minutes",1,0.538907900096923
AAE,Nate is 5'8. Bron is 6'8 of course he will hit him in the face. He's under him. TheNBA is so fucking gay.,1,0.9501291237996293
AAE,"One thing I never was, was afraid to approach women. It be a lot of single bad chicks out herecause niccas can't speak. Simple.",0,0.14915382442169844
AAE,"Why Mother's Day gotta be the day after Graduation I can't shine for 48 hours lol jk Ilove my mama"" lmaoo petty",0,0.46977848472926814
AAE,If that all it takes for him to be done then it wasFORREAL in the first place,0,0.0636244809549941
AAE,I guess not celebrating her b day cause she hasn't saidnot one thing about it,0,0.15138079817629305
AAE,idk what the nail shop be doing either cause when I let someone else dothem I still have some,0,0.1435827502942356
AAE,"Chan mad cuz the Lakers not in playoffs...I wonder who he will cheerfor when Kobe retire!"" Lmao",0,0.4269214180042448
AAE,"BeeJay a mess. I know a couple females that need todo a ""big chop"" ASAP",0,0.3637655256009886
AAE,"I was like O_o ""oh, that's nice. What's that?"" She was like ""a 3 piece chickenwing and a biscuit"" lmao",1,0.539526311043644
AAE,lol sorry. Haven't had my coffee yet. I deserved that. I assume my rainwill consist of Canadian pennies?,0,0.21206942387188965
AAE,I think a couple of burnt hot dogs and brats shallbe in my near future.,0,0.2200841893963158
AAE,"yes. My humble opinion though. Mos Def ""Thieves of the Night""verse is up there too.",0,0.3900003450696136
AAE,"seriously though, we often confuse arguing with debating. I feel that men/women don't debateenough and argue too much.",0,0.09483562704029994
AAE,"I can't even yell properly. My voice cracks. Smh"" just stick your finger in yournose. That wins most arguments.",0,0.1618799211735738
AAE,what's the classy ratchet move for this evening? I only brought myratchet personality with me today,0,0.23486633062947662
AAE,"I don't even wanna give her hell her jokes too lite"" your jokeslighhhhhht DICKHEAD no neck ass",1,0.999768418188222
AAE,And If She Trynna Tell Me Im The. Only One Thts Hittin I Say Wht About Them Niggas SheSay Wht About Them Niggas,0,0.211975354239101
AAE,"Paul George ain't bout that life 4real tho"" u crazy thatnigga go hard bro lol",1,0.7746658361658012
AAE,"Everytimee They Together She Open Her Mouth To Say ""The Way He Had Me Feeling "" Tf Kindaa Way DidYouu Have Her Feeling ?",0,0.2761542887159712
AAE,"Literally tho,Leonard is the only player who looks like he can keep up, theball movement is looking AOK",0,0.2791266451601108
AAE,Females only like me because I pay them no attention apparentlyy'all like that stuff *Shrugs*,0,0.4245630584303427
AAE,Nobody I know is up thee dearly morning so I choosenow to reflect on life,0,0.1167063911786356
AAE,Fact that we pour ourselves out to twitter just goes to show you that we really just need to get our problems out butto afraid to say them,0,0.1722431160181769
AAE,Cats be like son my first time I ha an orgy with like 10 bitches and they all came 3 times and I ain't evencome I swear to everything,0,0.40243581694467306
AAE,I been telling y'all from day one Knicks are not that nice they just havebetter players than most teams,0,0.06085833579347716
AAE,I was saying that they don't listen to you and just keep saying how u not a true freak even thoughu told them u not,0,0.38840321879789397
AAE,"Lord Forgive me...he knows I love my friend dearly, but I do not agree. If ulike it, good for u!",0,0.04699800218745233
AAE,-Please tell me that fool Stevie didn't ask that dumb chick 2 marry him! I hope it's 4 publicity becuzthat 2 serious 2play with,1,0.9999548982608651
AAE,"We been beatin shit lately & we ain't playin round this summer.""y'all betta get sum straps cuzshit gettin real lil bra",1,0.9969205543683518
AAE,You fuck with me I fuck with you..I will never lie to you..gotts be honest with yaself that'swhat make it tha truth,0,0.31699379928928767
AAE,Getting MicroBraids in my head full I hair took all night yesterday and gonna take all daytoday only some will understand,0,0.2608697591757191
AAE,If this lol boy watch another mothafucckin WWE fight on my computer ...Imma body slam his ass,1,0.9981726635136504
AAE,"Saw segment on steve harvey. I was so intrigued by your story! Perfect example of a good,God fearing man overcoming obstacles!",0,0.06904409547179664
AAE,"so lets see. Thats me, ken, wanda, aunt ree, now whos next, the hate/thirst is real",0,0.49324157968794446
AAE,Loved last night but they should have let them perform longer. They were great ! Beena fan since the beginning!,0,0.07936710737621644
AAE,If your girlfriend friends dont like u .u can hang it up b c theygon lie on yo ass,1,0.9995808865327223
AAE,Wildest field trip since my prison visits in undergrad I'm gon giveyou'll the play by play,0,0.10385617209456519
AAE,I don't know if I'm fooling with them dogs Bro have mypressure up them salty dogs,0,0.44711726272444907
AAE,Sprint users for the iPhone in Chicago I'm not even a sprint user but they pissing me off damn dropped calls inthe middle of great convoy,1,0.9651090813583056
AAE,"Para los gringos el 5 de mayo es la independencia de mexico, asi como canadaes su estado mas grande.",0,0.19167351381915365
AAE,This weak ass shit over with. That's two down all that's left is the one who alwaysremains best in my book.,1,0.9999993151139989
AAE,"the screw the rangers button has been pressed, but refs just sucked. Hank let in 2 soft ones +the big guys were invisible.",1,0.8283452781437908
AAE,"Smph ""Put a MOLLY in dat bitch drink nd she ain even knw it""realli like that's crazy shit!",1,0.9999938490999342
AAE,lls dang Mann I finna in a mintue I went the sleep 11 sum this morningin got up at 3,0,0.20647909768793277
AAE,lol shood I Juss woke up I stayed up till 11 something in went to sleep in Juss gotrite back up at 3,0,0.11498015116303355
AAE,Money on the line I came to take what's mind clouds can't block the sun whenit come out and shine,0,0.15394147907590305
AAE,"I dropped a hot wing on the ground & threw it away last Sunday & I been thinkingabout that shyt ever since.""",0,0.22082213807745574
AAE,"i just might the next female i have in bed lol"" that was sooo wrong!I would sue his ass",1,0.9972291016243351
AAE,It's almost 1:30 am and I'm just getting in from my date and I come home to my mother being gone ooooh welloff to bed I go,0,0.19643402183119532
AAE,"Hate cheap people, like naw i just came with you to WATCH you eat."" Omg that happen to meyesterday I was like WTF",1,0.9608764656710989
AAE,I got This Feeling On a summer day When you were Gone I crashed my Car into a bridge I threw Your Shit into abag and pushed it down,1,0.9766354056990276
AAE,whats goin on? Any way i can get u to check out some of my joints andget ya feedback on em,0,0.23136746670222633
AAE,"So i downloaded kik. and saw my baby on it. ""GG you got a kik?"" GG:"" yea daddy yoit late."" lmfao.. So what Im not hipto the jive . Lol",0,0.27734576276999157
AAE,YOU LIVE IN A FAIRYTALE WORLD. EVERYTHING AIN'T PERFECT. . I DON'T GET NO HAND OUTS. FUCK THAT. SOMEBODYGIVE ME SOME FREE SHIT.,1,0.9986461762467054
AAE,Anybody ever experienced someone who constantly tries to make u miserable..belittle you..n threaten u ? Imaginewaking up in hell everyday,1,0.9018002635912992
AAE,I gotta bff ..he understands me ...n wen I say I lovehimmmmm thts my ninja 4life,0,0.23737006739698543
